2023,2024,2025,2026,2027
0.051,0.053,0.052,0.053,0.054
0.052,0.054,0.053,0.055,0.056
0.050,0.052,0.051,0.052,0.053
0.123,0.113,0.111,0.116,0.112
0.127,0.118,0.115,0.120,0.116
0.118,0.109,0.106,0.111,0.107
0.090,0.082,0.080,0.087,0.085
0.094,0.085,0.083,0.091,0.088
0.087,0.079,0.077,0.084,0.081
0.123,0.113,0.111,0.116,0.112
0.133,0.123,0.120,0.126,0.122
0.112,0.103,0.101,0.106,0.102
0.060,,0.139,,0.169
0.065,,0.150,,0.183
0.055,,0.127,,0.155
