Net increase/(de crease)in cash and cash equivalents,"34,702,347","(809,127)","16,505,691","(9,424,214)"
,"59,654,616","61,234,913","16,317,917",
,"(4,033,977)","(771,170)",-,
,"55,620,639","60,463,743","16,317,917","25,742,131"
Cash and cash equivalents at end of year,"90,322,986","59,654,616","32,823,608","16,317,917"
