2017,2016,2017,2016
Shs’000,Shs’000,Shs’000,Shs’000
"25,008,851","27,480,328","15,050,191","14,928,452"
"112,481,802","92,677,832","84,911,214","74,513,801"
"12,516,371","7,611,137","2,910,469","2,886,933"
"196,048,155","186,303,191","148,515,793","136,685,924"
"71,480","100,154",-,-
-,-,-,"114,060"
"2,551,615","2,887,984","1,656,356","2,155,595"
"1,327,057","1,283,008","1,072,640","979,459"
"6,716,249","6,738,194","5,020,237","5,072,986"
"173,372","173,372",-,-
"829,434","121,468","652,699",-
"3,745,935","2,639,217","2,893,916","2,242,582"
"1,797,617",-,"1,797,617",-
"35,462","28,616","5,600,406","4,544,026"
"363,303,400","328,044,501","270,081,538","244,123,818"
"266,246,854","238,103,640","190,468,570","169,599,903"
"20,503,993","17,575,802","18,785,686","16,147,224"
"5,757,864","3,730,847","4,261,042","2,438,833"
"17,174,934","22,062,229","13,562,268","18,824,605"
-,"695,434",-,"681,444"
"309,683,645","282,167,952","227,077,566","207,692,009"
"1,118,409","1,065,284","1,118,409","1,065,284"
"9,006,569","7,294,767","9,006,569","7,294,767"
"35,934,013","30,682,722","30,794,732","25,993,139"
"1,357,750","860,779",-,-
"226,088","433,325","1,357,296","1,386,184"
"726,966","692,435","726,966","692,435"
"48,369,795","41,029,312","43,003,972","36,431,809"
"5,249,960","4,847,237",-,-
"53,619,755","45,876,549","43,003,972","36,431,809"
"363,303,400","328,044,501","270,081,538","244,123,818"
