"1,333,798",-,"2,299,455","3,633,253","1,364,649",-,"1,903,462",Column
-,-,"493,285","493,285",-,-,"798,918",
"(30,851)",-,"(227,972)","(258,823)","(30,851)",-,"(219,749)",
"(681,008)",-,-,"(681,008)",-,-,-,
-,-,-,-,-,-,"(183,176)",
"621,939",-,"2,564,768","3,186,707","1,333,798",-,"2,299,455","3,633,253"
