"31,089,802","32,851,113","22,368,833","24,455,264"
"(11,781,931)","(12,772,725)","(9,364,811)","(10,674,906)"
"19,307,871","20,078,388","13,004,022","13,780,358"
"2,947,120","3,244,166","1,586,208","1,723,010"
"2,325,543","1,830,399","1,681,597","1,139,278"
"562,136","397,316","772,725","323,637"
"25,142,670","25,550,269","17,044,552","16,966,283"
"(12,344,122)","(11,901,874)","(6,810,216)","(6,697,462)"
"(7,036,818)","(1,024,594)","(5,292,619)","42,257"
"5,761,730","12,623,801","4,941,717","10,311,078"
"38,687","6,530",-,-
"(1,228,378)","(1,367,417)","(999,290)","(1,031,773)"
"96,232",-,"(118,064)",-
"4,668,271","11,262,914","3,824,363","9,279,305"
"(1,139,645)","(3,994,322)","(778,423)","(3,564,314)"
"3,528,626","7,268,592","3,045,940","5,714,991"
"3,247,534","6,785,603","3,045,940","5,714,991"
"281,092","482,989",-,-
"3,528,626","7,268,592","3,045,940","5,714,991"
11.61,24.27,10.89,20.44
