"Captial Adequacy Ratio
(Total cap/ TRWA)",2020,Minimum R,equirement,2019,"Liquidity
Ratio",2020,Minimum Re,quirement,2019
,,Board,Regulatory,,,,Board,Regulatory,
Kenya,22.5%,16.0%,14.5%,20.9%,Kenya,56.0%,30.0%,20.0%,54.8%
Tanzania,20.9%,15.5%,14.5%,23.1%,Tanzania,36.4%,25.0%,20.0%,39.1%
Uganda,26.1%,15.5%,14.5%,24.9%,Uganda,39.4%,25.0%,20.0%,50.7%
Burundi,58.9%,15.5%,14.5%,56.9%,Burundi,135.2%,110.0%,100.0%,197.3%
