Column,"164,340,357","53,600,378","76,154,503","128,214",-,Column
,"12,785,442",-,-,-,-,
,-,"1,196,824","1,154,892","1,115,608",-,
,-,-,"108,768",,-,
,"47,810","68,888","359,519","2,203,122","3,966,258",
,"3,394,207",-,-,-,-,
Total financial liabilities,"180,567,816","54,866,090","77,777,682","3,446,944","3,966,258","320,624,790"
Net liquidity gap,"(141,195,562)","(30,746,310)","1,933,124","138,899,255","194,381,435","163,271,942"
