"15,803,197",-,-,"15,803,197","15,803,197"
"133,693,810","133,375,473",-,-,"133,375,473"
"8,389,828",-,-,"8,389,828","8,389,828"
"177,757,616",-,-,"177,757,616","177,757,616"
"1,280,435",-,-,"1,280,435","1,280,435"
"50,000",-,-,"50,000","50,000"
"336,974,886","133,375,473",-,"203,281,076","336,656,549"
"250,592,898",-,-,"250,592,898","250,592,898"
"22,213,787",-,-,"22,213,787","22,213,787"
"24,699,186",-,-,"24,699,186","24,699,186"
"2,552,003",-,-,"2,552,003","2,552,003"
"2,777,607",-,-,"2,777,607","2,777,607"
"302,835,481",-,-,"302,835,481","302,835,481"
