Liquidity Ratio,2022,2021,Minimum Requirement,Column
,,,Board,Regulatory
Kenya,58.2%,61.6%,30.0%,20.0%
Tanzania,32.3%,23.6%,30.0%,20.0%
Uganda,63.6%,70.5%,30.0%,20.0%
Burundi,218.0%,172.0%,110.0%,100.0%
