Column,USD,GBP,EURO,OTHERS,TOTAL
2025,Shs’million,Shs’million,Shs’million,Shs’million,Shs’million
,,"4.0
(4.0)
(1.0)
1.0",,"49.0
(49.0)
47.0
(47.0)",
,87.0,,(4.0),,136.0
,(87.0),,4.0,,(136.0)
,(136.0),,9.0,,(81.0)
,136.0,,(9.0),,81.0
,186.4,,(101.1),,84.6
,(186.4),,101.1,,(84.6)
,(65.0),,7.0,,(117.0)
,65.0,,(7.0),,117.0
