"2,881,557","1,293,121","2,881,557","1,293,121"
"867,159","1,740,000",-,"1,740,000"
"128,320","73,651","110,809","73,651"
"(408,392)","(214,461)","(408,392)","(214,461)"
"168,372","(10,754)","143,462","(10,754)"
"3,637,016","2,881,557","2,727,436","2,881,557"
"1,980,353","2,453,199","1,980,353","2,453,199"
"35,801","59,887","35,801","59,887"
"(542,034)","(537,054)","(542,034)","(537,054)"
"105,800","4,321","105,800","4,321"
"1,579,920","1,980,353","1,579,920","1,980,353"
"5,216,936","4,861,910","4,307,356","4,861,910"
