Column,latoT,000’shS,"041,065,1",")048,2(","003,755,1","941,081,89"
,ICOP,000’shS,-,-,-,-
"3
egatS","LCE
emitefiL",000’shS,-,-,-,-
"2
egatS","LCE
emitefiL",000’shS,-,-,-,-
"1
egatS","LCE
htnom-21",000’shS,"041,065,1",")048,2(","003,755,1","941,081,89"
