2022,2021,2022,2021
Shs’000,Shs’000,Shs’000,Shs’000
"217,923","169,683","5,762",-
"148,879","213,032",-,-
"73,073","31,803",-,-
"230,633","293,314",-,-
"68,125","32,475",-,-
"618,516","513,606",-,-
"24,940","25,511",-,-
"120,376","69,552",-,"2,449"
"951,497","1,098,826","538,526","466,447"
"2,453,962","2,447,802","544,288","468,896"
"(288,920)","(247,760)","(115,493)","(113,421)"
"2,165,042","2,200,042","428,795","355,475"
"247,760","221,879","113,421","67,187"
"41,160","25,881","2,072","46,234"
"288,920","247,760","115,493","113,421"
