iv) Britam Insurance Company (Rwanda) Limited,2019,Column,2018,Column
,"Regulatory
requirement","Maintained
by the
Company","Regulatory
requirement","Maintained
by the
Company"
,Rwfs’000,Rwfs’000,Rwfs’000,Rwfs’000
Capital at 31 December,"1,000,000","4,942,443","1,000,000","4,428,036"
Solvency margin,"500,000","1,533,519","500,000","595,594"
v) Britam - Companhia De Seguros De Mozambique S.A.,2019,,2018,
,"Regulatory
requirement","Maintained
by the
Company","Regulatory
requirement","Maintained
by the
Company"
,Mzns’000,Mzns’000,Mzns’000,Mzns’000
Capital at 31 December,"16,648","300,907","16,648","166,476"
Solvency margin,"30,091","230,699","18,219","121,678"
