GROUP,Column,COMPANY
2011,"2010
Shs’000",2011
Shs’000,,Shs’000
"91,878","78,098
34,420
(20,640)",197
"41,543",,"3,191"
"(18,591)",,-
"114,830","91,878","3,388"
"266,077","224,534
(132,656)","3,388"
"(151,247)",,-
"114,830","91,878","3,388"
