Group,Column,Company,Column
2021,2020,2021,2020
Shs’000,Shs’000,Shs’000,Shs’000
"1,246,904","1,687,928
59,274
527,503
332,549
-","100,658",
9,,-,
"438,012",,"19,177",
"409,782",,-,
-,,"2,574",
"2,094,707","2,607,254","122,409",
"8,525,044","6,460,597
143,320
-
186,213","64,893",
"113,234",,"3,566",
-,,"15,511",
"139,462",,-,
"10,872,447","9,397,384","206,379",
