"areholders’ funds
al assets
al liabilities","17,877,5",96,"17,674,448
77,632,352
59,957,904","21,439,672","14,752,342
46,902,578
32,150,236","10,843,908"
,"83,642,6",09,,"72,450,354",,"35,820,165"
,"65,765,0",13,,"51,010,682",,"24,976,257"
