For the year ended 31 December,Column,Column,Column
,Notes,2021,2020
,,Shs’000,Shs’000
,,"72,124","(9,111,539)"
,,"75,323
1,838,032
94,200
(14,838)",
,25,,"(338,148)"
,25,,"(2,056,183)"
,25,,-
,25,,"(42,230)"
,,"1,992,717","(2,436,561)"
,,"(1,099)
(47,057)",
,25,,"30,546"
,25,,"(161,568)"
,,"(48,156)","(131,022)"
,,"1,944,561","(2,567,583)"
,,"2,016,685","(11,679,122)"
,,"1,990,783
25,902",
,,,"(11,714,326)"
,26 (iii),,"35,204"
