2018
Shs’000
"(204,210)"
"(17,139)"
"(221,349)"
"(59,667)"
"(2,261)"
"(159,193)"
"180,602"
"(250,300)"
"24,500"
"692,074"
"164,847"
"177,934"
"237,601"
"1,006,139"
"5,720,000"
"(756,911)"
"2,774,000"
"(1,819,000)"
"(6,000,000)"
"(1,066,450)"
"(1,148,361)"
"(363,565)"
"1,679,877"
"1,316,312"
