"4,819,495","2,921,402","(525,957)","(694,855)"
"178,990","182,039","36,236","35,867"
"172,295","166,535","26,738","33,211"
"337,805","481,723","8,858","26,467"
"(644,449)","(643,237)","(28,956)","(17,777)"
-,"35,013",-,-
"(6,228,379)","(10,115,120)","(271,591)","(55,189)"
"(9,387,574)","(2,892,824)","(160,996)","(291,588)"
-,-,"(70,000)",-
"4,682,791","2,323,765",(257),257
-,"9,547",,-
"(348,711)","(27,307)",-,"4,351"
-,"(307,658)",-,-
"(213,315)","2,760","(75,341)","(38,254)"
"247,135","272,917","168,168","218,617"
"5,792","(13,563)",-,"(11,500)"
-,-,"(13,949)",-
"11,821",935,133,(135)
,,,-
"2,198","(2,198)",-,-
"(619,554)","268,852",-,-
"(29,310)","(63,092)",-,-
-,-,"(200,754)","80,748"
"(439,388)","(228,963)","141,978","(73,320)"
"15,511,861","11,867,759",-,-
"429,182","(23,211)",-,-
-,-,"110,175","110,932"
"1,089,645","(6,876,287)","607,383","(6,096,046)"
"(152,277)","121,063",-,-
"9,426,053","(2,539,150)","(248,132)","(6,768,214)"
