"Realised gain on government securities at fair value through profit or
loss","25,435","22,065","4,723","7,376"
"Realised gain on quoted ordinary shares at fair value through profit or
loss","410,027","18,500","81,327",-
Realised gain on unit trusts,"42,199","1,333","12,571",-
Total net realised gains,"477,661","41,898","98,621","7,376"
