"67,822"
"(47,156)"
"(47,156)"
"3,422"
"(21,515)"
"17,115"
(978)
(4)
"(48,138)"
"2,974"
"(45,164)"
"23,450"
"23,450"
-
"51,201"
"(5,093)"
"46,108"
