"18,403,475"
"(26,767,510)"
"(26,767,510)"
"17,032,670"
"12,421,663"
"4,493,261"
"117,746"
"3,804,091"
"(1,065,859)"
"344,943"
"263,461"
"81,482"
"20,115,845"
"(6,651,665)"
"1,671,748"
"45,405"
5
"135,256"
"1,852,414"
"(4,799,251)"
