Carrying,0-3,4-12,1-5,Over 5,Total
values,Months,Months,Years,Years,
Shs ‘000,Shs ‘000,Shs ‘000,Shs ‘000,Shs ‘000,Shs ‘000
"57,903,265","1,879,597","5,638,790","13,569,120","265,805,299","286,892,806"
"5,600,675","(596,567)","(1,077,167)","298,610","12,835,178","11,460,054"
"1,626,902",-,"1,626,902",-,-,"1,626,902"
"2,540,223","39,919","1,318,079","1,500,304",-,"2,858,302"
"672,066","79,449","280,490","435,490","665,551","1,460,980"
"4,821,348",-,"3,914,663","906,685",-,"4,821,348"
"73,164,479","1,402,398","11,701,757","16,710,209","279,306,028","309,120,392"
Carrying,"0-3
Months",4-12,1-5,Over 5,Total
values,Months,Months,Years,Years,
Shs ‘000,Shs ‘000,Shs ‘000,Shs ‘000,Shs ‘000,Shs ‘000
"52,832,047","1,744,621","5,233,862","12,311,125","241,764,876","261,054,484"
"4,276,660","(343,666)","(731,249)","(92,361)","8,822,949","7,655,673"
"1,659,096","1,643,049","16,047",-,-,"1,659,096"
"4,150,304","141,576","1,436,498","2,936,802","1,500,304","6,015,180"
"441,126","99,493","299,194","535,230","697,321","1,631,238"
"11,697,635",-,"10,790,950","906,685",-,"11,697,635"
"75,056,868","3,285,073","17,045,302","16,597,481","252,785,450","289,713,306"
