"ofit/ (loss) attributed to equity holders (Shs’ thousands) 2,436,776
ighted number of ordinary shares in issue (thousands) 1,938,416","(962,189)"
,"1,938,416"
sic and diluted earnings/ (loss) per share (Shs) 1.26,(0.5)
