Column,2020,2019
Salary and allowances,"70,310,299","65,865,600"
Bonus,-,"13,475,723"
Non-cash benefits,"6,712,461","1,061,064"
Gratuity,"18,882,655","18,223,999"
Total Pay,"95,905,415","98,626,386"
