"252,344","252,344"
"13,237,451","13,237,451"
"52,617","100,755"
"(6,487,043)","(5,949,149)"
"7,055,369","7,641,401"
"96,648","128,887"
"11,052","18,544"
"29,518","126,218"
"659,792","632,587"
"6,159,008","6,017,008"
"80,000",-
"2,100,442","2,095,016"
-,"102,383"
"1,046,945","990,100"
"328,285","205,344"
"382,884","428,795"
"24,061","33,866"
"61,541","171,460"
"10,980,176","10,950,208"
"38,400","175,703"
"1,567,894","1,550,473"
"328,770","199,983"
"1,989,743","1,382,648"
"3,924,807","3,308,807"
"7,055,369","7,641,401"
