"252,344","252,344"
"13,237,451","13,237,451"
"55,218","29,800"
"(5,875,252)","(6,938,874)"
"7,669,761","6,580,721"
"54,984","71,700"
"5,855","9,771"
"118,060","146,007"
"742,408","584,486"
"7,479,873","7,119,060"
"50,000","75,000"
"470,498","462,762"
"1,015,538","1,011,436"
"391,230","392,023"
"471,424","339,145"
‑,"19,065"
"52,567",-
"161,045","293,096"
"11,013,482","10,523,551"
"140,034","143,751"
"464,875","510,554"
"1,587,008","1,505,615"
"1,149,990","1,782,910"
"1,814",-
"3,343,721","3,942,830"
"7,669,761","6,580,721"
