"41,654,194","37,556,734"
"(30,861,768)","(27,291,250)"
"(7,337,179)","(5,198,513)"
"3,455,247","5,066,971"
"882,143","800,993"
"10,854,719","10,761,320"
"10,973,665","8,647,045"
"558,643","711,817"
"7,542,746","7,591,552"
"1,062,925","2,073,112"
"31,874,841","30,585,839"
"(27,554,213)","(27,735,434)"
"1,008,569","1,296,099"
"(26,545,644)","(26,439,335)"
"8,784,444","9,213,475"
"959,177","655,814"
"639,320","1,322,276"
"(262,795)","(179,779)"
"(2,927,728)","(3,818,166)"
"(148,036)","(283,592)"
"7,044,382","6,910,028"
"859,583","420,967"
"7,903,965","7,330,995"
"(2,367,261)","(2,297,870)"
"5,536,704","5,033,125"
"5,500,808","5,005,352"
"35,896","27,773"
2.18,1.98
