Group,Column,Company,Column
2017,2017,2017,2017
Shs’000,Shs’000,Shs’000,Shs’000
,"105,307
1,876,838
2,252,526",,
"1,060,973",,"20,950",
"4,676,359",,-,
"8,757,308",,-,
"14,494,640","4,234,671","20,950",
,"2,629,930
2,298,439
17,373
(711,071)",,
"4,234,671",,-,
"14,164,756",,"325,829",
"245,944",,(1),
"(4,150,731)",,"(304,878)",
"14,494,640","4,234,671","20,950",
