Shareholders’ funds,"17,066,832","29,376,826","23,956,170","22,670,010","17,877,596"
Total assets,"136,962,471","125,243,565","103,656,332","99,024,857","83,642,609"
Total liabilities,"119,895,639","95,866,739","79,700,162","76,354,847","65,765,013"
