"(153,764)",‑,"(153,764)","(1,344,627)",‑,"(1,344,627)"
"(53,925)","16,178","(37,747)","(134,997)","40,499","(94,498)"
"303,683","(84,483)","219,200","224,606","(43,082)","181,524"
"37,679","(11,304)","26,375",‑,‑,‑
"133,673","(79,609)","54,064","(1,255,018)","(2,583)","(1,257,601)"
