2024,2023
Shs’000,Shs’000
"37,556,734","36,436,197"
"(27,291,250)","(26,854,848)"
"(5,198,513)","(5,831,125)"
"5,066,971","3,750,224"
"800,993","644,449"
"10,761,320","9,387,574"
"8,647,045","6,228,379"
"711,817","33,930"
"9,664,664","(4,682,791)"
"30,585,839","11,611,541"
"(27,735,434)","(9,139,705)"
"1,296,099","578,932"
"(26,439,335)","(8,560,773)"
"9,213,475","6,800,992"
"655,814","639,750"
"1,322,276","766,128"
"(179,779)","(199,527)"
"(3,818,166)","(3,154,028)"
"(283,592)","(247,135)"
"6,910,028","4,606,180"
"420,967","213,315"
"7,330,995","4,819,495"
"(2,297,870)","(1,540,376)"
"5,033,125","3,279,119"
"5,005,352","3,255,890"
"27,773","23,229"
1.98,1.29
