2022,2021
Shs’000,Shs’000
"252,344","252,344"
"13,237,451","13,237,451"
"13,583,135","16,394,912"
"(6,468,770)","(10,943,574)"
"20,604,160","18,941,133"
"237,434","142,384"
"20,841,594","19,083,517"
"1,243,090","1,256,407"
"983,281","1,416,165"
"516,030","319,716"
"2,528,174","1,366,027"
"1,416,635","1,416,635"
"467,555","505,441"
"223,498","160,406"
"15,785,792","16,597,058"
-,"6,716,098"
"85,271,314","89,699,147"
"23,921,608","9,040,206"
"1,150,370","1,135,847"
"2,637,719","2,296,455"
"708,150","1,036,605"
"1,989,928","1,846,973"
"8,332,650","7,551,390"
"747,335","664,686"
"2,165,042","2,200,042"
"277,614","517,344"
"64,140","185,203"
"7,991,854","7,499,485"
"158,421,779","153,427,336"
"3,973,500","3,267,126"
"52,592,898","48,945,243"
"57,903,265","52,832,047"
"5,600,675","4,276,660"
"7,733,946","6,962,963"
"672,066","441,126"
"1,626,902","1,659,096"
"2,540,223","4,227,825"
"4,821,348","11,697,635"
"115,362","34,098"
"137,580,185","134,343,819"
"20,841,594","19,083,517"
