"37,556,734"
"(27,291,250)"
"(5,198,513)"
"5,066,971"
"1,487,115"
"10,855,281"
"8,951,224"
"634,705"
"10,004,334"
"31,932,659"
"(27,735,434)"
"1,296,099"
"(26,439,335)"
"10,560,295"
"882,608"
"1,326,519"
"(3,896,246)"
"(179,779)"
"(387,153)"
"8,306,244"
"340,226"
"8,646,470"
"(2,297,870)"
"6,348,601"
