Shs'000,"Present Risk
value of
adjustment
future
cashflows for
non- CSM","Risk
adjustment
for non-
financial risk",CSM,Total
Net balance as at 1 January,"108,181","6,864","304,906","419,951"
Changes that relate to current service,,,,
CSM recognised in profit or loss for the services provided,-,-,"(87,812)","(87,812)"
Change in the risk adjustment for non- financial risk for the risk expired,-,"(2,351)",-,"(2,351)"
Experience adjustments not related to future service,"(37,037)",-,-,"(37,037)"
Total,"(37,037)","(2,351)","(87,812)","(127,200)"
Changes that relate to future service,,,,
Changes in estimates that adjust the CSM,"46,642","(1,205)","(45,437)",-
Total,"46,642","(1,205)","(45,437)",-
"Insurance service result
Insurance Finance Income or Expense
The effect of and changes in time of time value of money and financial risk","9,604
4,452","(3,555)
281","(133,249)
36,817","(127,200)
41,550"
Total amounts recognised in statement of profit or loss,"14,056","(3,274)","(96,432)","(85,650)"
"Cash flows
Premiums received
Insurance acquisition cash flows","(119,344)
53,705","-
-","-
-","(119,344)
53,705"
Total cash flows,"(65,639)",-,-,"(65,639)"
Net closing balance,"56,598","3,590","208,474","268,662"
