2010
Shs’000
"1,698,851"
"(100,096)"
"1,598,755"
"(97,467)"
"(34,420)"
"(279,229)"
"270,717"
"162,200"
"(587,271)"
"(1,441,964)"
"(17,869)"
"(348,712)"
"405,764"
"(414,372)"
"472,352"
"(50,490)"
"(29,784)"
"113,197"
"(164,909)"
"219,280"
"251,395"
"813,272"
"(758,310)"
"(94,855)"
"(180,000)"
"(274,855)"
"565,590"
"348,528"
"565,590"
"914,118"
