For the year ended 31 December,Column,Column,Column
,Notes,2020,2019
,,Shs’000,Shs’000
Income,,,
,,"139,085",
,,"1,008,413",
,,"(3,648)",
,,"(2,795,654)",
,,"(17,931)",
,,"(1,669,735)",
,,"6,120,034",
,,"345,437",
,,"6,465,471",
,,"(8,135,206)",
,,"(331,302)",
,,"(8,466,508)",
,,"(53,028)",
,,"(8,519,536)",
,,"(1,507,994)",
,,"(1,507,994)",
,,"14,981",
,,"14,981",
,,"(1,493,013)",
,,"(10,012,549)",
