For the year ended 31 December,Column,Column
Notes,2017,2016
,Shs’000,Shs’000
,"(55,019)",
,"802,540",
,"(1,192)",
,"278,515",
,"(5,857)",
,"1,018,987",
,"520,355",
,"1,025,131",
,"1,545,486",
,"(526,499)",
,"21,336",
,"(505,163)",
,"(18,039)",
,"(523,202)",
,"867,430",
,"71,961",
,"939,391",
,"40,958",
,"40,958",
,"980,349",
,"457,147",
