31 Dec 2022,31 Dec 2021,31 Dec 2022,31 Dec 2021
Carrying,Carrying,Carrying,Carrying
values,values,values,values
Shs ‘000,Shs ‘000,Shs ‘000,Shs ‘000
"57,903,265","52,832,047",-,-
"5,600,675","4,276,660",-,-
"1,626,902","1,659,096",-,-
,,-,-
"1,000,000","2,650,000","1,000,000","2,650,000"
"1,500,304","1,500,304","510,554","510,554"
"39,919","77,521","39,919","77,521"
"672,066","441,126","175,703","105,428"
"4,821,348","11,697,635","1,382,648","7,478,696"
"73,164,479","75,134,389","3,108,824","10,822,199"
"7,991,854","7,499,485","171,460","192,615"
"85,271,314","89,699,146","102,383","4,124,052"
"23,921,608","8,051,262","990,100",-
-,"6,716,098",-,"4,278,933"
"5,952,768","8,508,204","634,595","690,143"
"123,137,544","120,474,195","1,898,538","9,285,743"
"49,973,065","45,339,806","(1,210,286)","(1,536,456)"
