GROUP,Column,COMPANY
2011,"2010
Shs'000",2011
Shs'000,,Shs'000
"4,265,612","2,122,003
1,441,964
-
701,645",-
"1,102,466",,"508,145"
"(5,503)",,-
"(983,673)",,"4,313"
"4,378,902","4,265,612","512,458"
