For the year ended 31 December,Column,Column,Column
,Notes,2020,2019
,,Shs’000,Shs’000
,,"(9,111,539)",
,,"(338,148)",
,,"(2,056,183)",
,,"(42,230)",
,,"(2,436,561)",
,,"30,546",
,,"(161,568)",
,,"(131,022)",
,,"(2,567,583)",
,,"(11,679,122)",
,,"(11,714,326)",
,,"35,204",
