"(2,295,870)","865,843
344,910
265,159
607,261
(5,053,975)
88,308
(1,413,141)
(135,278)
(53,006)
1,186,147
(2,271)
228,237
-
(1,047,543)
458,534
211,716
(52,326)
1,108,280
(5,947)
168,212
-
5,151,325
(884,552)
6,177,927
207,472
(11,708)
(1,142)","(749,462)"
"316,697",,"12,171"
"351,529",,"24,965"
"(507,207)",,8
"(6,160,381)",,"(1,416,621)"
"(41,898)",,"(7,376)"
"3,091,170",,"1,029,259"
"(25,052)",,"1,767"
"289,657",,"116,593"
"905,567",,"716,501"
"(1,977)",,"(1,769)"
"(155,727)",,-
,,"(879,842)"
"581,855",,-
"(57,833)",,-
"124,181",,-
"10,371",,-
"(824,904)",,"213,708"
"(17,905)",,-
"(299,665)",,"604,916"
,,"130,972"
"4,325,180",,-
"(1,022,182)",,-
"6,157,249",,-
"500,661",,-
-,,-
"1,590",,-
"5,245,106","8,408,442","(204,210)"
