31 December 2016,"Britam -
Companhia De
Seguros De
Mozambique S.A.","Britam
Insurance
(Tanzania)
Limited","Britam
Insurance
Company
Limited
(Malawi)",19.985 mm
,,,,"(10,787)"
,,,,"43,428"
,,,,"43,428"
,,,,"34,582"
,,,,"67,223"
