"Profit/(loss) for the year
Other comprehensive income items net of tax:","2,519,461"
"Gains on revaluation of land and buildings 17
Gains/(losses) on revaluation of available-for-sale financial
assets 22(i)
Currency translation losses","147,967"
,"1,527,995"
,"(10,689)"
Total other comprehensive income/(loss),"1,665,273"
Total comprehensive income/(loss) for the year,"4,184,734"
