2022,2021
Shs’000,Shs’000
"884,066","930,232"
"39,083,740","36,437,136"
"39,967,806","37,367,368"
"9,456,553","8,331,737"
"3,168,539","3,246,138"
"12,625,092","11,577,875"
"52,592,898","48,945,243"
