2022,2021,2020,2019,2018
Shs ‘000,Shs ‘000,Shs ‘000,Shs ‘000,Shs ‘000
"20,841,594","19,083,517","17,066,832","29,376,826","23,956,170"
"158,421,779","153,427,336","136,962,471","125,243,565","103,656,332"
"137,580,185","134,343,819","119,895,639","95,866,739","79,700,162"
