"Total
Equity"
Shs’000
"12,606,942"
"(7,582)"
"(78,359)"
"(766,601)"
"8,405"
"(435,939)"
"(1,194,135)"
"5,566,753"
"(756,911)"
"4,809,842"
"16,136,708"
