Maximum insured loss,Column,Column,Column,Column,Column
Class of business,Shs Millions,0 – 15,15 - 250,Over 250,Total
,,Shs’000,Shs’000,Shs’000,Shs’000
"General Insurance
business – Sum
assured",Motor,"Gross
Net
Gross
Net
Gross
Net
Gross
Net
Gross
Net
Gross
Net","727,182,040","16,875,953
15,896,434
277,231,709
216,649,215
45,606,649
31,664,446
184,350,090
112,027,766
3,259,031
916,000
32,389,254
8,697,926","30,274,894"
,,,"677,220,946",,"29,128,295"
,Fire,,"79,229,370",,"1,517,220,589"
,,,"48,784,446",,"243,428,745"
,Personal accident,,"7,036,755",,"335,902,787"
,,,"5,876,021",,"118,543,681"
,Other,,"82,029,258",,"672,214,706"
,,,"68,829,291",,"83,653,128"
Long term business,Ordinary life,,"221,907,241",,-
,,,"207,223,023",,-
,Group life,,"270,066,262",,"198,468,255"
,,,"267,984,918",,"134,531,769"
Total,,Gross,"1,387,450,926","559,712,686","2,754,081,231"
,,Net,"1,275,918,645","385,851,787","609,285,618"
