"2018
Shs’000"
"(1,518,212)"
"(78,317)"
"(49,850)"
"(139,789)"
"(692,073)"
-
"(10,501)"
"(970,530)"
"78,317"
"10,501"
"139,789"
"49,850"
"278,457"
"(2,210,285)"
