Group,Column
2022,2021
Shs’ 000,Shs’ 000
"223,770",-
"(51,070)",-
"(286,633)","(25,646)"
"(9,214)",-
"(123,147)","(25,646)"
"25,353","5,900"
"(97,794)","(19,746)"
-,-
"(97,794)","(19,746)"
