Group 2021,Column,Level 1,Level 2,Level 3,Total
Assets,Note,Shs’000,Shs’000,Shs’000,Shs’000
,,"10,547,549
-
-
-
6,716,098
-
-",,"-
46,617
-
-
-
-
-",
,29,,-,,"10,547,549"
,29,,-,,"46,617"
,29,,"74,050,579",,"74,050,579"
,29,,"5,054,402",,"5,054,402"
,28,,-,,"6,716,098"
,21,,"665,784",,"665,784"
,27 (i),,"16,597,058",,"16,597,058"
,,"17,263,647","96,367,823","46,617","113,678,087"
,,"-
-",,"-
-",
,43,,"52,832,047",,"52,832,047"
,44,,"4,276,660",,"4,276,660"
,,-,"57,108,707",-,"57,108,707"
Group 2020,,Level 1,Level 2,Level 3,Total
Assets,Note,Shs’000,Shs’000,Shs’000,Shs’000
,,"8,106,120
-
-
-
4,940,442
-
-",,"-
10,298
-
-
-
-
-",
,29,,-,,"8,106,120"
,29,,-,,"10,298"
,29,,"64,901,370",,"64,901,370"
,29,,"3,759,252",,"3,759,252"
,28,,-,,"4,940,442"
,21,,"256,766",,"256,766"
,27 (i),,"16,443,490",,"16,443,490"
,,"13,046,562","85,360,878","10,298","98,417,738"
,,"-
-",,"-
-",
,43,,"48,736,148",,"48,736,148"
,44,,"3,285,010",,"3,285,010"
,,-,"52,021,158",-,"52,021,158"
