GROUP,Column,COMPANY
2010,"2009
Shs ‘000",2010
Shs ‘000,,Shs ‘000
"4,608,842","4,971,225
274,067
(62,316)
(574,134)","2,354,048"
"348,712",,-
"(405,764)",,-
"2,984,071",,"2,026,123"
"7,535,861","4,608,842","4,380,171"
