Column,"Liabilities for
Remaining Coverage",Column,"Liabilities for
Incurred claims",Column,"Total
Shs’000"
Shs’000,"Excluding
loss
component","Loss
component","Estimates
of present
value of
future cash
flows","Risk
adjustment
for non-
financial risk",
"Opening reinsurance contract
assets
Opening reinsurance contract
liabilities","(584,981)
(204,448)","39,549
1,666","6,515,145
67,845","469,422
3,096","6,439,135
(131,841)"
Net opening balance,"(789,429)","41,215","6,582,990","472,518","6,307,294"
Allocation of the premiums paid:,,,,,
Full Retrospective approach,"(8,342,771)",-,-,-,"(8,342,771)"
"Total Allocation of premiums
paid","(8,342,771)",-,-,-,"(8,342,771)"
"Amounts recovered from
reinsurance",,,,,
"Recoveries of incurred claims and
other insurance service expense
Changes related to past service
(changes related to incurred
claims component)
Changes that relate to future
service:
Recoveries of losses on onerous
underlying contracts on initial
recognition
Recoveries and reversals of re-
coveries of losses on onerous un-
derlying contracts - subsequent
measurement
Effect of changes in Non-perfor-
mance risk of Reinsurers","-
-
-
-
-
-","96,231
-
(85,569)
114,068
(199,637)
-","3,223,074
(564,352)
-
-
-
(37,159)","157,631
(169,230)
-
-
-
-","3,476,936
(733,582)
(85,569)
114,068
(199,637)
(37,159)"
"Total amounts recovered from
reinsurance",-,"10,662","2,621,563","(11,599)","2,620,626"
"Total net expenses from
reinsurance","(8,342,771)","10,662","2,621,563","(11,599)","(5,722,145)"
"Insurance finance income or
expense",,,,,
"The effect of and changes in time
of time value of money and
financial risk
Foreign exchange differences on
changes in the carrying amount
of groups of insurance contracts","-
-","2,203
-","289,506
156,364","20,045
5,900","311,754
162,264"
"Total insurance finance income
or expense",-,"2,203","445,870","25,945","474,018"
"Total changes in the statement
of profit or loss","(8,342,771)","12,865","3,067,433","14,346","(5,248,127)"
