Totals
"6,346,198"
"3,268,977"
"3,183,016"
"60,011"
"749,318"
"418,408"
"1,360"
"14,027,288"
"5,979,690"
"7,535,861"
"50,490"
"361,360"
"4,265,612"
"2,109,214"
"305,717"
"576,464"
"303,418"
"10,081"
"161,277"
"463,893"
"2,696"
"388,547"
"500,102"
"415,376"
"23,429,798"
