"ff costs include the following:
laries and wages
tirement benefits costs
Defined contribution scheme
Defined benefit scheme (Note 49)
Social security benefits costs",Column
,"1,949,376"
,"372,950"
,"(8,877)"
,"54,555"
,"2,368,004"
