2024,Column,Column,Column,2023,Column,Column
Investment contracts with DPF,"Full
retrospective
approach at
transition
Shs’000","Fair
value
approach at
transition
Shs’000","Total
Shs’000","Full
retrospective
approach at
transition
Shs’000","Fair
value
approach at
transition
Shs’000","Total
Shs’000"
CSM as at 1 January,"948,565",-,"948,565","462,473",-,"462,473"
"Changes that relate to current
service
CSM recognised in profit or
loss for the services provided
Changes that relate to future
service
Contracts initially recognised
in the period
Changes in estimates that
adjust the CSM
Total amounts recognised in
comprehensive income","(1,162,599)
1,183,469
38,839","-
-
-",,"(682,952)
179,063
989,983","-
-
-",
,,,"(1,162,599)",,,"(682,952)"
,,,"1,183,469",,,"179,063"
,,,"38,839",,,"989,983"
,"59,709",-,"59,709","486,094",-,"486,094"
Other movements,,,,(2),,(2)
CSM as at 31 December,"1,008,274",-,"1,008,274","948,565",-,"948,565"
