Group,Column
2023,2022
Shs’ 000,Shs’ 000
"1,030,314","(25,602)"
"26,146","(97,794)"
"46,190","1,153,710"
"(12,870)",-
"1,089,780","1,030,314"
"1,089,780","1,030,314"
"1,089,780","1,030,314"
"(73,561)","(73,561)"
"12,870",-
"1,029,089","956,753"
