Column,2020,Column,Column,2019,Column,Column
Short term insurance business,Gross,"Rein-
surance",Net,Gross,"Rein-
surance",Net
,Shs’000,Shs’000,Shs’000,Shs’000,Shs’000,Shs’000
,"3,796,365","(1,535,274)
(576,822)","2,261,091","3,416,259
2,710,640","(1,388,940)",
,"3,031,447",,"2,454,625",,"(441,327)",
,"6,827,812","(2,112,096)","4,715,716","6,126,899","(1,830,267)",
,"(6,728,131)","1,756,697
(2,223,847)
(234,187)","(4,971,434)","(6,344,787)
6,836,799
208,901","993,952",
,"7,981,215",,"5,757,368",,"(1,049,317)",
,"611,591",,"377,404",,"(226,464)",
,"8,692,487","(2,813,433)","5,879,054","6,827,812","(2,112,096)",
,"5,359,538","(2,146,749)
(666,684)","3,212,789","3,796,365
3,031,447","(1,535,274)",
,"3,332,949",,"2,666,265",,"(576,822)",
,"8,692,487","(2,813,433)","5,879,054","6,827,812","(2,112,096)",
