"51,201"
"(5,093)"
"46,108"
"(19,378)"
"(19,378)"
"11,088"
"(8,620)"
"(7,198)"
"(4,730)"
(368)
"(24,476)"
981
"(23,495)"
"21,416"
"(4,151)"
"17,265"
"39,878"
