Shs’000,"Liabilities for
Remaining
Coverage","Liabilities
for Incurred
claims",Column,Column,"Total
Shs’000"
,"Excluding
loss
component","Loss
component","Estimates
of present
value of
future cash
flows","Risk
adjustment
for non-
financial risk",
"Cash flows (actual cashflows in
the period)",-,-,-,-,-
"Premiums and premium tax paid
Amounts recovered","7,085,309
-","-
-","-
(2,744,684)","-
-","7,085,309
(2,744,684)"
Total cash flows,"7,085,309",-,"(2,744,684)",-,"4,340,625"
Effect of currency translation,"265,154","(15,195)","(853,738)","(54,049)","(657,828)"
,"-
-","-
-","-
-","-
-","-
-"
Net Closing balance,"(3,030,354)","79,435","8,576,788","569,625","6,195,494"
"Closing reinsurance contract
assets","(1,180,991)","78,811","7,367,295","511,044","6,776,159"
"Closing reinsurance contract
liabilities","(1,849,363)",624,"1,209,493","58,581","(580,665)"
Net Closing balance,"(3,030,354)","79,435","8,576,788","569,625","6,195,494"
