Britam General Insurance Company (Kenya) Limited,"5,483,221","913,716","4,569,505"
Britam Insurance Company (Tanzania) Limited,"1,033,588","258,577","775,010"
Britam - Companhia De Seguros De Mozambique S.A.,"775,766","244,341","531,424"
Total goodwill,"8,489,849","1,416,635","7,073,214"
