"iii) Britam Micro Insurance Company
(Kenya) Limited *",2024,Column,2023,Column
,"Regulatory
requirement","Maintained by
the Company","Regulatory
requirement","Maintained by
the Company"
,Shs’000,Shs’000,Shs’000,Shs’000
Capital at 31 December,"50,000","100,000",-,-
