"7,226,900"
"(893,001)"
"6,333,899"
"2,336,729"
"45,554"
"3,032,092"
"307,639"
"53,184"
"12,109,097"
"(365,713)"
"11,743,384"
"4,282,914"
"(1,803,019)"
"1,189,436"
"3,669,331"
"1,608,828"
"1,476,086"
"2,286,578"
"3,762,664"
"2,702,561"
"146,845"
"2,849,406"
"99,735"
"1,287,926"
"165,470"
"329,945"
"35,820,165"
"1,459,826"
"6,407,734"
"23,347,841"
